ORF_ID	FC_U	FC_T
ENST00000005558.8_112423354_112450620_192	11.3661012093839	-10.699407381346
ENST00000005558.8_112423430_112450642_138	11.3069072477212	-10.699407381346
ENST00000013125.8_50532454_50532522_69	16.6246503184231	-11.5055841424846
ENST00000046640.7_3640197_3640265_69	14.6111621420368	-8.8771664842111
ENST00000066544.7_47189185_47189250_66	17.6878950232364	-11.8603682859804
ENST00000085079.11_55675313_55675393_81	15.6772854967119	-10.7825248296791
ENST00000085079.11_55675333_55675422_90	17.4094593212498	-10.7825248296791
ENST00000156471.9_34964283_34969638_108	18.8535170776067	-11.9336553513089
ENST00000156471.9_34969547_34969684_138	17.4890829570091	-11.9336553513089
ENST00000160827.8_29790746_29796910_102	12.9313375597881	-11.11187117523
ENST00000188312.6_100200775_100200852_78	16.4822212254009	-10.6060808104024
ENST00000201031.2_56629306_56629404_99	17.1433376531123	-11.0551927770937
ENST00000212015.10_67884709_67884894_186	15.7971818793185	-11.1599833196672
ENST00000216194.11_40346537_40346647_111	18.3379234873024	-11.2583121168088
ENST00000216254.8_41469128_41499799_129	11.5504254063003	-11.2851047689565
ENST00000216277.12_96502393_96520128_282	30.0	-24.4866942286702
ENST00000216277.12_96502475_96502564_90	24.5212699261654	-24.4866942286702
ENST00000216277.12_96502568_96520147_126	24.0628120622386	-24.4866942286702
ENST00000217233.7_380896_388075_339	30.0	-8.38253197708974
ENST00000217233.7_381150_388083_93	30.0	-8.38253197708974
ENST00000218089.13_123960530_123960781_252	18.9665141954013	-13.1348386777581
ENST00000218089.13_123960741_124021381_141	13.2687370309142	-13.1348386777581
ENST00000218089.13_124021385_124022582_99	19.2085319477745	-13.1348386777581
ENST00000220592.9_140585254_140635603_177	16.437412473818	-11.3087941711914
ENST00000220764.6_90001456_90017161_144	12.3840353131225	-12.3675531560064
ENST00000221504.12_13116344_13116505_162	16.540047697402	-10.2449355914305
ENST00000222120.7_11337442_11339620_171	16.7886049914431	-10.2809029956343
ENST00000222388.6_151226379_151226471_93	12.9708213728632	-11.4075290109989
ENST00000227524.8_60906376_60906573_198	21.249145548145	-12.4343464154979
ENST00000227524.8_60906393_60906524_132	20.1176489342795	-12.4343464154979
ENST00000228307.11_120224195_120265640_207	24.7353291607984	-13.2247211153632
ENST00000228307.11_120224203_120265654_213	24.7680506536322	-13.2247211153632
ENST00000229195.7_70243289_70278188_249	17.4707891306148	-10.669915574785
ENST00000229214.8_75511551_75511610_60	30.0	-23.7279782732319
ENST00000229314.9_21501833_21506948_180	30.0	-8.49933488609246
ENST00000229416.10_53544721_53545122_402	15.9835347866926	-10.483303991146
ENST00000231572.7_168486446_168488620_117	14.0643943163961	-12.4444511509158
ENST00000231790.6_36993489_36993593_105	17.1860641302132	-10.8356551378744
ENST00000232165.7_25438745_25438990_246	21.2897584255858	-23.8900343951128
ENST00000232165.7_25438759_25439055_297	21.3392396997243	-23.8900343951128
ENST00000232165.7_25438956_25439051_96	21.1364600597444	-23.8900343951128
