gene_id	SRX118286	SRX1254413	SRX2536421	SRX2647167
ENSG00000054118	0	1	0	1
ENSG00000054148	0	1	0	0
ENSG00000054267	0	1	0	1
ENSG00000054277	0	1	0	0
ENSG00000054611	0	1	0	0
ENSG00000054654	0	1	0	0
ENSG00000054965	0	1	0	1
ENSG00000055044	0	0	0	1
ENSG00000055130	1	1	0	1
ENSG00000055208	1	0	1	0
ENSG00000055332	0	1	0	0
ENSG00000055483	0	1	1	1
ENSG00000055609	0	1	0	0
ENSG00000055917	1	1	0	0
ENSG00000056586	0	1	0	0
ENSG00000056998	0	0	0	1
ENSG00000057019	0	1	0	0
ENSG00000057252	0	0	0	1
ENSG00000057663	1	1	0	0
ENSG00000058056	0	1	0	0
ENSG00000058063	0	1	0	0
ENSG00000058272	0	1	0	0
ENSG00000058668	0	1	0	1
ENSG00000058673	1	1	1	1
ENSG00000058799	1	0	1	0
ENSG00000058804	1	0	0	0
ENSG00000059122	0	0	1	1
ENSG00000059377	1	0	0	0
ENSG00000059573	0	0	0	1
ENSG00000059728	1	1	1	1
ENSG00000059758	0	1	0	0
ENSG00000060140	0	0	0	1
ENSG00000060237	0	1	1	0
ENSG00000060339	0	0	0	1
ENSG00000060749	0	1	0	0
ENSG00000060971	0	1	0	1
ENSG00000060982	0	1	0	0
ENSG00000061676	0	1	0	1
ENSG00000061936	1	0	0	0
ENSG00000061938	0	1	0	0
ENSG00000061987	0	1	0	1
ENSG00000062194	1	1	1	1
ENSG00000062282	0	0	0	1
ENSG00000062598	0	1	0	0
ENSG00000062650	0	1	0	1
ENSG00000062716	0	1	0	1
ENSG00000063169	0	1	0	0
ENSG00000063176	0	1	0	0
ENSG00000063177	0	1	0	0
ENSG00000063180	0	1	0	1
ENSG00000063241	0	0	0	1
ENSG00000063244	1	1	1	1
ENSG00000063245	0	1	0	0
ENSG00000063978	1	1	1	1
ENSG00000064012	1	1	0	0
ENSG00000064102	0	1	0	1
ENSG00000064115	0	1	0	1
ENSG00000064309	0	1	0	0
ENSG00000064313	1	1	1	1
ENSG00000064393	0	0	1	0
ENSG00000064419	1	1	1	1
ENSG00000064490	1	1	0	0
ENSG00000064726	0	1	0	0
ENSG00000064763	0	1	0	0
ENSG00000064787	0	0	0	1
ENSG00000065029	0	1	1	0
ENSG00000065243	0	1	0	1
ENSG00000065328	0	0	0	1
ENSG00000065357	0	1	0	1
ENSG00000065361	0	1	0	0
ENSG00000065457	1	1	1	0
ENSG00000065526	0	1	0	0
ENSG00000065613	0	1	0	1
ENSG00000065618	0	0	0	1
ENSG00000065833	0	1	0	0
ENSG00000065882	0	1	0	0
ENSG00000065883	0	0	0	1
ENSG00000065970	1	1	0	1
ENSG00000066027	0	1	0	0
ENSG00000066135	0	1	0	1
ENSG00000066136	0	0	1	0
ENSG00000066248	0	0	1	0
ENSG00000066322	0	0	0	1
ENSG00000066422	0	0	0	1
ENSG00000066468	0	1	0	0
ENSG00000066855	1	1	1	1
ENSG00000066933	0	1	0	0
ENSG00000067082	0	1	0	1
ENSG00000067113	0	1	0	0
ENSG00000067167	1	1	1	1
ENSG00000067182	1	1	1	1
ENSG00000067225	1	1	1	1
ENSG00000067365	0	1	0	0
ENSG00000067560	1	1	1	0
ENSG00000067900	0	1	1	0
ENSG00000067955	0	1	0	0
ENSG00000067992	0	1	0	0
ENSG00000068001	0	1	1	0
ENSG00000068024	0	1	0	0
ENSG00000068079	1	0	0	1
ENSG00000068120	1	0	0	1
ENSG00000068305	0	1	0	0
ENSG00000068308	0	1	0	0
ENSG00000068366	1	1	0	1
ENSG00000068383	0	1	0	0
ENSG00000068438	1	1	1	1
ENSG00000068489	1	1	0	1
ENSG00000068654	0	1	0	0
ENSG00000068697	1	0	0	0
ENSG00000068745	0	1	0	1
ENSG00000068885	0	1	0	0
ENSG00000068903	0	1	0	0
ENSG00000068971	0	1	0	0
ENSG00000069011	0	1	0	1
ENSG00000069020	0	1	0	0
ENSG00000069275	0	0	0	1
ENSG00000069702	0	1	1	0
ENSG00000069849	0	1	0	0
ENSG00000069943	0	1	0	0
ENSG00000069956	1	1	1	1
ENSG00000069974	0	0	1	1
ENSG00000070018	0	0	1	0
ENSG00000070061	0	1	0	1
ENSG00000070081	0	1	0	1
ENSG00000070214	0	0	0	1
ENSG00000070367	0	1	0	1
ENSG00000070413	0	0	0	1
ENSG00000070610	0	1	0	0
ENSG00000070614	0	1	1	0
ENSG00000070669	0	1	0	1
ENSG00000070718	0	1	0	0
ENSG00000070756	1	0	1	1
ENSG00000070759	0	1	0	0
ENSG00000070761	1	1	0	1
ENSG00000070831	0	1	0	0
ENSG00000070882	0	1	0	0
ENSG00000070961	1	1	1	1
ENSG00000071051	0	1	0	0
ENSG00000071082	0	1	1	0
ENSG00000071127	0	0	0	1
ENSG00000071189	0	1	1	1
ENSG00000071243	0	1	0	1
ENSG00000071246	0	1	0	0
ENSG00000071537	1	0	0	1
ENSG00000071575	0	1	0	1
ENSG00000071626	0	1	0	0
ENSG00000071794	0	1	0	0
ENSG00000071889	1	1	1	0
ENSG00000072041	0	1	0	1
ENSG00000072071	0	1	0	0
ENSG00000072134	1	0	0	0
ENSG00000072364	0	1	0	0
ENSG00000072415	1	1	0	0
ENSG00000072518	0	1	0	1
ENSG00000072736	0	1	0	0
ENSG00000072756	0	1	0	0
ENSG00000072803	0	1	0	0
ENSG00000073008	0	1	0	1
ENSG00000073331	0	1	0	0
ENSG00000073464	1	0	0	0
ENSG00000073584	0	1	0	0
ENSG00000073614	0	1	0	1
ENSG00000073711	0	0	0	1
ENSG00000073712	0	1	0	1
ENSG00000073803	0	1	1	0
ENSG00000073849	0	1	1	0
ENSG00000073921	0	1	1	0
ENSG00000074054	0	1	0	1
ENSG00000074266	0	1	0	1
ENSG00000074319	0	0	1	1
ENSG00000074527	0	1	0	1
ENSG00000074582	0	1	0	1
ENSG00000074590	0	1	1	0
ENSG00000074603	0	0	1	0
ENSG00000074696	0	1	0	0
ENSG00000074800	1	1	0	1
ENSG00000075188	0	1	0	0
ENSG00000075213	0	1	0	1
ENSG00000075223	1	0	0	0
ENSG00000075303	1	1	1	1
ENSG00000075336	0	1	0	1
ENSG00000075340	0	1	0	0
ENSG00000075391	0	1	0	0
ENSG00000075407	0	1	0	0
ENSG00000075413	0	1	0	0
ENSG00000075415	0	0	0	1
ENSG00000075539	0	1	0	0
ENSG00000075711	0	1	1	0
ENSG00000075785	0	1	0	1
ENSG00000075945	0	1	0	0
ENSG00000076043	0	1	0	0
ENSG00000076053	0	1	0	0
ENSG00000076356	0	1	0	1
ENSG00000076382	0	1	1	1
ENSG00000076641	0	1	0	1
ENSG00000076685	0	0	0	1
ENSG00000076770	0	1	0	0
ENSG00000077097	0	1	0	0
ENSG00000077147	0	0	0	1
ENSG00000077150	0	0	0	1
ENSG00000077232	0	1	1	1
ENSG00000077254	0	1	1	1
ENSG00000077312	0	1	0	1
ENSG00000077458	0	1	0	0
ENSG00000077585	0	1	0	0
ENSG00000077943	0	1	0	0
ENSG00000078061	0	0	1	0
ENSG00000078140	0	0	1	1
ENSG00000078177	0	1	0	1
ENSG00000078369	0	1	0	1
ENSG00000078399	0	1	0	0
ENSG00000078403	0	1	0	0
ENSG00000078618	1	1	0	1
ENSG00000078668	1	1	1	1
ENSG00000078674	0	1	0	0
ENSG00000079156	1	1	0	0
ENSG00000079215	0	1	0	0
ENSG00000079246	0	1	0	0
ENSG00000079257	0	0	0	1
ENSG00000079332	1	1	0	0
ENSG00000079387	0	1	0	0
ENSG00000079462	0	1	1	0
ENSG00000079482	0	1	0	0
ENSG00000079805	0	1	0	0
ENSG00000079950	0	0	0	1
ENSG00000080189	0	1	0	1
ENSG00000080298	0	1	0	0
ENSG00000080371	0	0	1	1
ENSG00000080546	0	1	0	0
ENSG00000080603	0	1	0	0
ENSG00000080802	0	1	0	0
ENSG00000080815	1	1	0	1
ENSG00000080819	0	0	1	1
ENSG00000080986	1	1	1	1
ENSG00000081177	1	1	0	0
ENSG00000081189	0	1	0	0
ENSG00000081307	0	1	1	1
ENSG00000081320	0	0	0	1
ENSG00000081377	0	1	1	0
ENSG00000081870	0	0	1	1
ENSG00000082212	0	1	0	1
ENSG00000082269	0	1	0	0
ENSG00000082397	0	1	0	0
ENSG00000082641	1	1	1	1
ENSG00000082701	0	1	0	0
ENSG00000082781	0	0	1	0
ENSG00000082898	1	1	1	1
ENSG00000082996	1	0	0	1
ENSG00000083097	0	1	0	0
ENSG00000083168	0	1	1	0
ENSG00000083520	0	1	0	0
ENSG00000083535	0	1	0	0
ENSG00000083799	0	1	0	0
ENSG00000083844	0	1	0	0
ENSG00000083845	1	0	0	0
ENSG00000083937	0	0	0	1
ENSG00000084073	0	0	0	1
ENSG00000084090	1	1	1	1
ENSG00000084234	0	1	1	1
ENSG00000084652	0	1	0	0
ENSG00000084731	0	1	0	0
ENSG00000084733	1	1	1	1
ENSG00000085063	1	1	0	0
ENSG00000085224	0	1	0	0
ENSG00000085274	0	1	0	0
ENSG00000085377	0	1	0	0
ENSG00000085382	0	1	0	0
ENSG00000085491	0	1	0	0
ENSG00000085511	0	1	0	0
ENSG00000085644	0	1	0	0
ENSG00000085719	1	1	0	1
ENSG00000085733	0	0	1	0
ENSG00000085741	0	1	0	0
ENSG00000085760	1	1	1	1
ENSG00000085788	0	1	1	0
ENSG00000085840	0	1	0	1
ENSG00000085998	0	1	0	0
ENSG00000085999	0	1	0	1
ENSG00000086062	0	0	1	0
ENSG00000086065	0	0	0	1
ENSG00000086289	0	0	0	1
ENSG00000086548	0	0	0	1
ENSG00000086696	0	0	1	0
ENSG00000086758	1	1	1	0
ENSG00000087053	0	1	0	0
ENSG00000087074	1	1	1	1
ENSG00000087087	0	1	0	0
ENSG00000087095	1	1	0	0
ENSG00000087152	0	1	0	0
ENSG00000087191	0	1	0	1
ENSG00000087258	0	1	0	0
ENSG00000087263	0	1	0	0
ENSG00000087299	0	1	0	0
ENSG00000087301	1	1	0	0
ENSG00000087338	1	0	0	0
ENSG00000087448	0	1	0	0
ENSG00000087460	1	1	0	0
ENSG00000087502	0	1	0	0
ENSG00000087510	0	0	0	1
ENSG00000087586	0	1	1	1
ENSG00000087842	0	0	1	1
ENSG00000087903	0	0	0	1
ENSG00000088035	0	1	0	1
ENSG00000088179	0	0	0	1
ENSG00000088325	1	1	1	1
ENSG00000088727	0	1	0	0
ENSG00000088766	1	1	1	0
ENSG00000088826	0	0	0	1
ENSG00000088876	0	1	0	1
ENSG00000088888	0	1	0	0
ENSG00000088899	0	0	1	0
ENSG00000088986	1	1	0	0
ENSG00000088992	0	1	0	0
ENSG00000089009	0	1	1	1
ENSG00000089022	0	1	1	0
ENSG00000089057	0	1	0	0
ENSG00000089060	1	0	0	0
ENSG00000089157	1	1	1	1
ENSG00000089159	0	0	0	1
ENSG00000089220	0	1	0	0
ENSG00000089234	0	1	0	1
ENSG00000089289	0	1	0	0
ENSG00000089327	0	1	0	1
ENSG00000089335	0	1	0	0
ENSG00000089486	0	1	0	0
ENSG00000089693	0	1	1	1
ENSG00000089876	1	1	0	0
ENSG00000090020	0	1	0	1
ENSG00000090061	0	1	1	1
ENSG00000090097	0	1	1	0
ENSG00000090447	0	1	0	1
ENSG00000090487	0	1	0	1
ENSG00000090520	0	1	1	1
ENSG00000090612	0	1	0	0
ENSG00000090615	1	1	1	1
ENSG00000090621	1	0	1	0
ENSG00000090776	0	1	0	0
ENSG00000090857	0	0	1	0
ENSG00000090924	0	1	1	0
ENSG00000090989	0	0	0	1
ENSG00000091009	0	0	0	1
ENSG00000091039	1	1	0	1
ENSG00000091127	0	0	1	0
ENSG00000091129	0	1	0	0
ENSG00000091140	0	0	0	1
ENSG00000091409	0	0	0	1
ENSG00000091542	0	1	0	0
ENSG00000091656	1	0	0	0
ENSG00000091986	0	0	1	0
ENSG00000092020	0	1	0	0
ENSG00000092036	0	1	0	1
ENSG00000092094	0	0	0	1
ENSG00000092098	0	1	0	1
ENSG00000092148	1	1	1	0
ENSG00000092199	1	1	1	0
ENSG00000092201	0	1	0	0
ENSG00000092330	0	1	1	1
ENSG00000092421	0	1	1	0
ENSG00000092439	0	1	1	0
ENSG00000092531	0	1	0	0
ENSG00000092820	0	1	1	1
ENSG00000092847	0	1	0	0
ENSG00000092871	0	1	1	0
ENSG00000092931	0	1	1	1
ENSG00000092964	0	1	0	0
ENSG00000092969	0	0	0	1
ENSG00000092978	0	1	0	0
ENSG00000093000	0	1	1	1
ENSG00000093010	1	1	1	0
ENSG00000093144	0	1	0	0
ENSG00000093167	1	0	1	1
ENSG00000093183	0	0	0	1
ENSG00000094804	1	1	0	1
ENSG00000094916	0	1	0	0
ENSG00000095059	0	1	0	0
ENSG00000095203	0	1	0	1
ENSG00000095539	0	0	1	0
ENSG00000095574	0	1	1	0
ENSG00000095739	0	1	1	1
ENSG00000095787	0	1	1	0
ENSG00000095794	1	1	1	0
ENSG00000096092	0	1	0	1
ENSG00000096401	0	1	0	0
ENSG00000096654	0	1	0	0
ENSG00000096746	0	1	0	1
ENSG00000097007	0	1	0	0
ENSG00000099194	0	1	0	1
ENSG00000099250	1	1	1	1
ENSG00000099260	0	0	1	1
ENSG00000099282	0	0	0	1
ENSG00000099326	0	1	0	0
ENSG00000099364	0	1	0	0
ENSG00000099381	0	1	0	0
ENSG00000099622	0	0	0	1
ENSG00000099797	0	1	0	0
ENSG00000099812	0	0	0	1
ENSG00000099860	0	1	1	0
ENSG00000099866	0	1	0	0
ENSG00000099889	0	1	0	0
ENSG00000099899	0	1	0	0
ENSG00000099942	0	0	0	1
ENSG00000099991	0	1	0	0
ENSG00000099995	0	1	0	1
ENSG00000100028	0	1	0	0
ENSG00000100038	0	1	0	0
ENSG00000100065	0	1	1	0
ENSG00000100083	0	1	0	0
ENSG00000100099	0	1	1	0
ENSG00000100105	0	1	0	1
ENSG00000100109	1	1	1	1
ENSG00000100142	0	1	0	0
ENSG00000100162	0	0	0	1
ENSG00000100201	0	1	0	0
ENSG00000100211	0	1	0	0
ENSG00000100221	0	1	0	1
ENSG00000100225	0	1	0	0
ENSG00000100239	0	1	1	0
ENSG00000100241	0	1	1	0
ENSG00000100246	0	1	0	0
ENSG00000100263	1	1	1	0
ENSG00000100266	0	1	0	1
ENSG00000100296	0	1	1	0
ENSG00000100297	0	0	0	1
ENSG00000100299	0	1	0	0
ENSG00000100311	1	0	0	0
ENSG00000100330	0	1	1	0
ENSG00000100335	1	1	1	0
ENSG00000100345	0	1	1	0
ENSG00000100348	0	1	0	0
ENSG00000100350	0	1	0	0
ENSG00000100353	0	1	0	1
ENSG00000100354	0	1	0	0
ENSG00000100359	0	1	1	1
ENSG00000100360	0	1	0	0
ENSG00000100380	0	1	0	0
ENSG00000100393	1	1	0	1
ENSG00000100401	1	1	1	0
ENSG00000100403	0	0	1	0
ENSG00000100426	0	1	1	0
ENSG00000100441	0	0	1	0
ENSG00000100461	0	1	0	1
ENSG00000100473	0	1	0	0
ENSG00000100478	0	1	0	0
ENSG00000100522	0	1	0	1
ENSG00000100568	0	1	0	0
ENSG00000100575	1	1	1	0
ENSG00000100577	0	1	0	0
ENSG00000100591	1	0	1	1
ENSG00000100592	0	1	0	0
ENSG00000100600	0	0	0	1
ENSG00000100632	0	1	0	1
ENSG00000100644	1	0	1	0
ENSG00000100650	1	1	1	1
ENSG00000100664	1	1	1	1
ENSG00000100697	0	1	1	0
ENSG00000100731	0	1	1	0
ENSG00000100749	0	0	0	1
ENSG00000100796	1	1	1	0
ENSG00000100802	0	1	0	0
ENSG00000100814	1	1	1	1
ENSG00000100815	1	1	0	1
ENSG00000100823	1	1	0	0
ENSG00000100883	0	0	1	1
ENSG00000100890	1	1	1	1
ENSG00000100897	0	1	1	1
ENSG00000100908	1	0	0	0
ENSG00000100911	0	1	0	1
ENSG00000100926	1	1	0	0
ENSG00000100934	1	1	0	1
ENSG00000100938	0	1	0	0
ENSG00000100949	0	1	0	1
ENSG00000100982	0	1	0	1
ENSG00000101057	0	1	1	0
ENSG00000101084	0	1	0	1
ENSG00000101126	0	1	1	1
ENSG00000101132	0	1	0	0
ENSG00000101138	0	1	0	0
ENSG00000101144	0	1	0	0
ENSG00000101152	0	0	0	1
ENSG00000101161	0	0	0	1
ENSG00000101182	0	1	0	1
ENSG00000101187	0	1	0	1
ENSG00000101191	0	1	1	1
ENSG00000101193	0	0	1	1
ENSG00000101220	0	1	1	0
ENSG00000101255	0	1	1	0
ENSG00000101265	0	1	0	0
ENSG00000101266	0	1	0	0
ENSG00000101290	0	1	0	0
ENSG00000101310	1	1	0	1
ENSG00000101311	1	0	0	1
ENSG00000101333	1	0	0	0
ENSG00000101349	0	0	1	0
ENSG00000101350	0	1	1	0
ENSG00000101363	0	1	0	1
ENSG00000101384	1	0	0	1
ENSG00000101407	0	1	0	0
ENSG00000101412	0	0	1	0
ENSG00000101413	0	1	0	0
ENSG00000101473	0	1	0	0
ENSG00000101557	0	1	0	0
ENSG00000101558	0	1	0	1
ENSG00000101574	1	1	1	0
ENSG00000101596	0	1	0	0
ENSG00000101608	1	0	1	1
ENSG00000101654	0	1	0	0
ENSG00000101695	0	1	0	0
ENSG00000101745	0	1	0	1
ENSG00000101773	0	1	0	0
ENSG00000101849	0	1	1	1
ENSG00000101871	1	1	1	1
ENSG00000101966	0	1	0	0
ENSG00000101972	1	1	0	1
ENSG00000101974	0	1	0	0
ENSG00000101986	0	0	1	0
ENSG00000102024	1	1	0	0
ENSG00000102030	0	1	0	0
ENSG00000102034	0	1	0	0
ENSG00000102054	1	0	0	0
ENSG00000102096	0	1	0	0
ENSG00000102103	1	1	0	0
ENSG00000102119	0	1	1	1
ENSG00000102125	0	1	0	0
ENSG00000102144	0	1	0	1
ENSG00000102218	0	1	0	0
ENSG00000102225	1	1	0	0
ENSG00000102241	0	1	0	0
ENSG00000102316	0	1	0	0
ENSG00000102384	1	1	0	0
ENSG00000102401	1	1	0	0
ENSG00000102531	0	1	0	1
ENSG00000102554	0	0	1	1
ENSG00000102572	0	1	0	0
ENSG00000102678	0	1	0	0
ENSG00000102710	0	1	0	0
ENSG00000102743	0	1	0	0
ENSG00000102786	0	1	0	0
ENSG00000102897	0	1	0	0
ENSG00000102898	0	1	0	0
ENSG00000102921	0	1	0	0
ENSG00000102931	0	1	0	1
ENSG00000102974	1	1	0	1
ENSG00000102984	0	1	0	0
ENSG00000102996	0	1	1	0
ENSG00000103024	0	1	0	0
ENSG00000103042	0	1	0	0
ENSG00000103043	0	1	1	1
ENSG00000103064	1	1	1	0
ENSG00000103111	0	1	0	0
ENSG00000103121	1	0	1	0
ENSG00000103126	0	1	0	0
ENSG00000103145	0	1	0	1
ENSG00000103160	0	0	0	1
ENSG00000103194	0	0	1	0
ENSG00000103199	0	1	0	0
ENSG00000103202	0	1	0	0
ENSG00000103275	0	1	1	0
ENSG00000103319	0	0	0	1
ENSG00000103326	0	1	0	0
ENSG00000103342	1	0	0	0
ENSG00000103343	0	0	0	1
ENSG00000103460	0	1	0	0
ENSG00000103502	1	1	1	1
ENSG00000103507	0	0	0	1
ENSG00000103528	0	0	0	1
ENSG00000103534	0	1	0	1
ENSG00000103540	0	1	0	0
ENSG00000103549	0	1	0	0
ENSG00000103653	0	1	1	1
ENSG00000103657	0	1	0	0
ENSG00000103852	1	1	0	0
ENSG00000103855	0	1	0	0
ENSG00000104047	0	1	0	0
ENSG00000104064	0	1	0	1
ENSG00000104142	1	1	0	1
ENSG00000104154	0	1	0	0
ENSG00000104205	0	1	0	0
ENSG00000104219	0	1	0	0
ENSG00000104231	1	0	0	0
ENSG00000104290	0	1	1	0
ENSG00000104312	0	1	0	1
ENSG00000104320	0	1	0	0
ENSG00000104321	0	0	0	1
ENSG00000104331	0	1	1	0
ENSG00000104368	1	1	0	0
ENSG00000104388	0	0	0	1
ENSG00000104442	0	1	0	1
ENSG00000104447	0	0	0	1
ENSG00000104517	1	1	0	0
ENSG00000104626	0	1	0	0
ENSG00000104635	0	1	1	0
ENSG00000104643	0	1	0	0
ENSG00000104760	0	0	1	0
ENSG00000104763	0	1	0	0
ENSG00000104783	0	0	0	1
ENSG00000104852	1	0	1	1
ENSG00000104866	0	1	0	1
ENSG00000104872	1	1	1	1
ENSG00000104886	0	1	0	0
ENSG00000104889	0	1	0	0
ENSG00000104897	0	1	1	1
ENSG00000104915	1	1	0	0
ENSG00000104936	0	0	0	1
ENSG00000104946	0	1	0	0
ENSG00000104951	1	1	0	0
ENSG00000104957	1	1	1	0
ENSG00000105053	1	1	1	0
ENSG00000105063	1	0	1	0
ENSG00000105135	0	1	0	1
ENSG00000105186	0	1	0	0
ENSG00000105204	0	1	0	1
ENSG00000105221	0	1	1	1
ENSG00000105223	0	1	1	1
ENSG00000105254	0	1	0	0
ENSG00000105255	0	1	0	0
ENSG00000105258	1	1	1	1
ENSG00000105281	0	1	1	1
ENSG00000105287	0	1	1	1
ENSG00000105329	0	0	0	1
ENSG00000105355	0	0	0	1
ENSG00000105364	0	1	0	0
ENSG00000105372	1	1	0	0
ENSG00000105393	0	1	0	0
ENSG00000105397	1	1	1	1
ENSG00000105402	0	1	0	1
ENSG00000105429	0	1	0	0
ENSG00000105443	0	1	1	1
ENSG00000105483	0	1	1	0
ENSG00000105486	0	1	1	1
ENSG00000105514	0	0	0	1
ENSG00000105516	0	1	1	0
ENSG00000105518	0	1	0	1
ENSG00000105520	0	1	1	1
