gene_id	SRX026871	SRX1149649	SRX1900396	SRX2255510	SRX3110803
ENSMUSG00000025544	1	1	1	1	1
ENSMUSG00000025545	1	1	1	1	1
ENSMUSG00000025551	0	1	0	1	0
ENSMUSG00000025555	0	1	1	1	1
ENSMUSG00000025557	0	0	0	1	0
ENSMUSG00000025558	1	1	1	1	1
ENSMUSG00000025571	1	1	1	1	1
ENSMUSG00000025572	1	1	1	1	1
ENSMUSG00000025574	1	1	1	1	1
ENSMUSG00000025575	1	1	1	1	1
ENSMUSG00000025576	0	1	0	0	0
ENSMUSG00000025577	1	0	1	1	0
ENSMUSG00000025578	1	1	1	1	1
ENSMUSG00000025579	1	1	1	1	1
ENSMUSG00000025580	1	1	1	1	1
ENSMUSG00000025582	0	1	0	1	0
ENSMUSG00000025583	1	1	1	1	1
ENSMUSG00000025584	1	1	1	1	1
ENSMUSG00000025586	0	1	1	1	0
ENSMUSG00000025588	0	1	1	1	1
ENSMUSG00000025591	1	1	1	1	1
ENSMUSG00000025592	0	1	0	1	0
ENSMUSG00000025597	0	1	1	1	1
ENSMUSG00000025602	1	1	0	1	1
ENSMUSG00000025607	1	1	1	1	1
ENSMUSG00000025608	0	1	1	1	1
ENSMUSG00000025609	1	1	1	1	1
ENSMUSG00000025612	1	1	1	1	1
ENSMUSG00000025613	1	1	1	1	1
ENSMUSG00000025616	1	1	1	1	1
ENSMUSG00000025626	1	1	1	1	1
ENSMUSG00000025630	1	1	1	1	1
ENSMUSG00000025645	1	1	1	1	1
ENSMUSG00000025646	1	1	1	1	1
ENSMUSG00000025647	1	1	1	1	1
ENSMUSG00000025648	1	1	0	1	1
ENSMUSG00000025650	0	1	0	1	0
ENSMUSG00000025651	1	1	1	1	1
ENSMUSG00000025656	0	1	1	1	1
ENSMUSG00000025658	0	1	0	0	0
ENSMUSG00000025665	0	1	0	1	0
ENSMUSG00000025666	0	1	0	1	0
ENSMUSG00000025701	1	1	0	1	0
ENSMUSG00000025702	1	1	1	1	1
ENSMUSG00000025722	1	1	1	1	1
ENSMUSG00000025723	1	1	0	1	0
ENSMUSG00000025724	1	1	1	1	1
ENSMUSG00000025726	0	1	0	1	0
ENSMUSG00000025727	0	1	0	0	0
ENSMUSG00000025728	1	1	1	1	1
ENSMUSG00000025730	1	1	1	1	1
ENSMUSG00000025731	1	1	1	1	1
ENSMUSG00000025732	1	1	1	0	1
ENSMUSG00000025733	1	1	1	1	1
ENSMUSG00000025735	0	1	0	0	1
ENSMUSG00000025736	1	1	1	0	0
ENSMUSG00000025737	1	1	1	1	1
ENSMUSG00000025738	0	1	0	1	0
ENSMUSG00000025739	0	1	0	1	0
ENSMUSG00000025742	1	1	1	1	1
ENSMUSG00000025743	1	1	1	1	1
ENSMUSG00000025745	1	1	1	1	1
ENSMUSG00000025747	1	1	1	1	1
ENSMUSG00000025754	0	1	0	0	0
ENSMUSG00000025757	1	1	1	1	1
ENSMUSG00000025758	1	1	0	1	0
ENSMUSG00000025759	1	1	1	1	1
ENSMUSG00000025762	1	1	1	1	1
ENSMUSG00000025764	1	1	1	1	1
ENSMUSG00000025766	1	1	1	1	1
ENSMUSG00000025776	0	1	0	1	0
ENSMUSG00000025777	0	1	0	0	0
ENSMUSG00000025779	1	1	0	0	1
ENSMUSG00000025780	1	1	1	1	1
ENSMUSG00000025781	1	1	1	1	1
ENSMUSG00000025782	1	1	1	1	1
ENSMUSG00000025784	0	1	0	0	1
ENSMUSG00000025785	1	1	1	1	1
ENSMUSG00000025786	1	1	1	1	1
ENSMUSG00000025789	0	1	0	1	0
ENSMUSG00000025790	1	1	1	1	1
ENSMUSG00000025791	1	1	1	1	1
ENSMUSG00000025792	1	1	1	1	1
ENSMUSG00000025793	1	1	1	1	1
ENSMUSG00000025794	1	1	1	1	1
ENSMUSG00000025795	1	1	1	1	1
ENSMUSG00000025804	1	1	0	0	0
ENSMUSG00000025809	1	1	1	1	1
ENSMUSG00000025810	1	1	1	1	1
ENSMUSG00000025812	0	1	1	1	1
ENSMUSG00000025813	0	1	1	1	1
ENSMUSG00000025815	0	1	1	1	1
ENSMUSG00000025816	1	1	1	1	1
ENSMUSG00000025817	1	1	1	1	1
ENSMUSG00000025821	1	1	1	1	0
ENSMUSG00000025823	1	1	1	1	1
ENSMUSG00000025825	1	1	1	1	1
ENSMUSG00000025838	0	0	0	1	0
ENSMUSG00000025839	0	0	0	1	0
ENSMUSG00000025854	1	1	1	1	1
ENSMUSG00000025855	0	1	0	1	0
ENSMUSG00000025856	0	1	1	1	1
ENSMUSG00000025857	1	1	1	1	1
ENSMUSG00000025858	1	1	1	1	1
ENSMUSG00000025860	1	1	1	0	1
ENSMUSG00000025862	1	1	1	1	1
ENSMUSG00000025867	0	1	0	1	1
ENSMUSG00000025868	1	1	1	1	1
ENSMUSG00000025869	1	1	1	1	1
ENSMUSG00000025870	1	1	1	1	1
ENSMUSG00000025871	1	1	1	1	1
ENSMUSG00000025872	1	1	1	1	1
ENSMUSG00000025873	1	1	1	1	1
ENSMUSG00000025875	0	1	0	1	1
ENSMUSG00000025876	0	1	0	1	1
ENSMUSG00000025877	1	1	1	0	1
ENSMUSG00000025878	1	1	1	1	1
ENSMUSG00000025880	1	1	1	1	1
ENSMUSG00000025885	0	1	1	1	1
ENSMUSG00000025887	0	1	1	1	1
ENSMUSG00000025888	1	1	1	0	1
ENSMUSG00000025889	1	1	0	1	0
ENSMUSG00000025892	0	1	0	1	0
ENSMUSG00000025893	1	1	0	1	1
ENSMUSG00000025894	1	1	1	1	1
ENSMUSG00000025898	1	1	1	1	1
ENSMUSG00000025899	1	1	1	1	1
ENSMUSG00000025900	0	1	0	0	0
ENSMUSG00000025902	0	1	1	0	0
ENSMUSG00000025903	1	1	1	1	1
ENSMUSG00000025905	0	1	0	0	0
ENSMUSG00000025907	1	1	1	1	1
ENSMUSG00000025909	0	1	0	0	0
ENSMUSG00000025911	1	1	1	1	1
ENSMUSG00000025912	1	1	0	0	0
ENSMUSG00000025915	1	1	1	1	1
ENSMUSG00000025916	1	1	0	0	0
ENSMUSG00000025917	1	1	1	1	1
ENSMUSG00000025920	1	1	1	1	1
ENSMUSG00000025921	1	1	1	1	1
ENSMUSG00000025925	1	1	1	1	1
ENSMUSG00000025930	0	1	0	1	0
ENSMUSG00000025931	1	1	0	1	1
ENSMUSG00000025932	0	1	0	1	0
ENSMUSG00000025933	0	1	1	1	1
ENSMUSG00000025934	0	0	1	0	1
ENSMUSG00000025935	1	1	1	1	1
ENSMUSG00000025937	1	1	1	1	1
ENSMUSG00000025938	0	1	0	1	0
ENSMUSG00000025939	1	1	1	1	1
ENSMUSG00000025940	1	1	1	1	1
ENSMUSG00000025946	0	1	0	0	0
ENSMUSG00000025949	1	1	1	1	1
ENSMUSG00000025950	1	1	1	1	1
ENSMUSG00000025956	1	1	1	1	1
ENSMUSG00000025958	1	1	1	1	1
ENSMUSG00000025959	1	1	1	1	0
ENSMUSG00000025962	1	1	1	1	0
ENSMUSG00000025963	0	1	0	1	0
ENSMUSG00000025964	0	1	1	1	1
ENSMUSG00000025967	1	1	1	1	1
ENSMUSG00000025968	1	1	1	1	1
ENSMUSG00000025969	1	1	1	1	1
ENSMUSG00000025971	1	1	1	1	1
ENSMUSG00000025977	0	0	0	1	0
ENSMUSG00000025978	0	1	0	1	1
ENSMUSG00000025979	1	1	1	1	1
ENSMUSG00000025980	1	1	1	1	1
ENSMUSG00000025981	1	1	1	1	1
ENSMUSG00000025982	1	1	1	1	1
ENSMUSG00000025986	1	1	1	1	1
ENSMUSG00000025991	0	1	1	1	1
ENSMUSG00000025993	1	1	1	1	1
ENSMUSG00000025995	1	1	1	1	1
ENSMUSG00000025997	1	1	0	1	0
ENSMUSG00000026000	1	1	1	1	1
ENSMUSG00000026003	1	1	1	1	1
ENSMUSG00000026004	1	1	1	1	1
ENSMUSG00000026005	1	1	1	1	1
ENSMUSG00000026009	0	0	0	0	1
ENSMUSG00000026012	1	0	0	0	0
ENSMUSG00000026014	1	1	1	1	1
ENSMUSG00000026017	1	1	1	0	1
ENSMUSG00000026018	0	1	0	0	0
ENSMUSG00000026019	1	1	1	1	1
ENSMUSG00000026020	1	1	1	1	1
ENSMUSG00000026021	1	1	1	1	1
ENSMUSG00000026023	0	1	0	0	0
ENSMUSG00000026024	1	1	1	1	1
ENSMUSG00000026027	1	1	1	0	1
ENSMUSG00000026028	1	1	0	0	1
ENSMUSG00000026029	1	1	1	1	1
ENSMUSG00000026031	1	1	1	1	1
ENSMUSG00000026032	1	1	1	1	1
ENSMUSG00000026034	1	1	1	1	1
ENSMUSG00000026035	1	1	1	1	1
ENSMUSG00000026036	1	1	1	1	1
ENSMUSG00000026037	1	1	1	1	1
ENSMUSG00000026039	1	1	0	1	0
ENSMUSG00000026042	0	1	1	1	1
ENSMUSG00000026043	0	1	1	1	1
ENSMUSG00000026047	1	1	1	1	1
ENSMUSG00000026048	1	1	1	1	1
ENSMUSG00000026049	1	1	1	1	1
ENSMUSG00000026051	0	1	0	1	0
ENSMUSG00000026058	0	1	0	0	0
ENSMUSG00000026062	0	1	0	0	0
ENSMUSG00000026065	0	1	0	0	0
ENSMUSG00000026068	1	0	0	0	0
ENSMUSG00000026069	1	0	0	0	0
ENSMUSG00000026070	1	0	0	0	0
ENSMUSG00000026072	1	1	1	1	1
ENSMUSG00000026073	1	1	0	1	0
ENSMUSG00000026074	1	1	1	1	1
ENSMUSG00000026077	0	1	1	0	1
ENSMUSG00000026078	1	1	1	1	1
ENSMUSG00000026080	0	1	0	1	0
ENSMUSG00000026082	1	1	1	1	1
ENSMUSG00000026083	1	1	1	1	1
ENSMUSG00000026087	1	1	1	1	1
ENSMUSG00000026088	1	1	1	1	1
ENSMUSG00000026090	0	1	0	1	0
ENSMUSG00000026094	1	1	1	1	1
ENSMUSG00000026095	1	1	1	1	1
ENSMUSG00000026096	1	1	1	1	1
ENSMUSG00000026097	1	1	1	1	1
ENSMUSG00000026098	1	1	1	1	1
ENSMUSG00000026100	0	1	0	0	0
ENSMUSG00000026102	1	1	1	1	1
ENSMUSG00000026103	1	1	1	1	1
ENSMUSG00000026104	1	1	1	1	1
ENSMUSG00000026107	1	0	0	0	0
ENSMUSG00000026109	0	1	0	1	0
ENSMUSG00000026110	1	1	0	1	0
ENSMUSG00000026111	1	1	1	1	1
ENSMUSG00000026112	0	1	1	1	1
ENSMUSG00000026113	1	1	1	1	1
ENSMUSG00000026114	0	1	0	1	0
ENSMUSG00000026116	1	1	1	1	1
ENSMUSG00000026117	0	1	0	1	1
ENSMUSG00000026121	1	1	1	1	1
ENSMUSG00000026123	1	1	1	1	1
ENSMUSG00000026126	1	1	1	1	1
ENSMUSG00000026127	1	1	1	1	1
ENSMUSG00000026131	1	1	1	1	1
ENSMUSG00000026134	1	1	0	1	1
ENSMUSG00000026135	1	1	1	1	1
ENSMUSG00000026141	0	1	0	0	0
ENSMUSG00000026142	1	1	1	1	1
ENSMUSG00000026147	0	1	0	0	0
ENSMUSG00000026150	1	1	1	1	1
ENSMUSG00000026153	0	1	1	1	1
ENSMUSG00000026154	1	1	1	1	1
ENSMUSG00000026155	1	1	1	1	1
ENSMUSG00000026156	0	1	0	0	0
ENSMUSG00000026158	1	1	0	0	0
ENSMUSG00000026159	1	1	1	1	1
ENSMUSG00000026162	1	1	0	1	1
ENSMUSG00000026163	0	1	0	1	0
ENSMUSG00000026166	0	0	0	1	0
ENSMUSG00000026167	0	1	0	0	0
ENSMUSG00000026170	0	1	1	1	1
ENSMUSG00000026171	1	1	1	1	1
ENSMUSG00000026172	1	1	1	1	1
ENSMUSG00000026173	0	1	0	1	0
ENSMUSG00000026174	1	1	1	1	1
ENSMUSG00000026175	0	0	0	1	1
ENSMUSG00000026176	1	1	1	0	1
ENSMUSG00000026177	1	1	1	1	1
ENSMUSG00000026179	1	1	1	1	1
ENSMUSG00000026180	1	0	0	0	0
ENSMUSG00000026181	1	1	1	1	1
ENSMUSG00000026185	0	1	1	1	1
ENSMUSG00000026187	1	1	1	1	1
ENSMUSG00000026188	0	1	0	0	0
ENSMUSG00000026189	1	1	1	1	1
ENSMUSG00000026192	1	1	1	1	1
ENSMUSG00000026193	1	1	1	1	1
ENSMUSG00000026196	1	1	1	1	1
ENSMUSG00000026197	1	1	1	1	1
ENSMUSG00000026198	1	1	1	1	1
ENSMUSG00000026199	1	1	0	0	1
ENSMUSG00000026200	1	1	1	0	1
ENSMUSG00000026201	1	1	1	0	1
ENSMUSG00000026202	1	1	1	1	1
ENSMUSG00000026203	1	1	1	0	1
ENSMUSG00000026204	0	1	0	1	0
ENSMUSG00000026207	0	1	0	0	0
ENSMUSG00000026208	0	1	1	1	1
ENSMUSG00000026209	1	1	1	1	1
ENSMUSG00000026211	0	1	1	1	1
ENSMUSG00000026213	1	1	1	1	0
ENSMUSG00000026219	1	1	1	1	1
ENSMUSG00000026220	0	1	0	1	0
ENSMUSG00000026222	1	1	1	0	1
ENSMUSG00000026223	1	1	1	1	1
ENSMUSG00000026224	0	1	0	0	0
ENSMUSG00000026227	0	1	1	1	1
ENSMUSG00000026229	1	1	1	1	1
ENSMUSG00000026234	1	1	1	1	1
ENSMUSG00000026235	0	1	0	1	0
ENSMUSG00000026237	0	1	0	0	0
ENSMUSG00000026238	1	0	0	1	0
ENSMUSG00000026239	1	1	1	1	1
ENSMUSG00000026240	1	1	1	1	0
ENSMUSG00000026241	0	1	0	1	0
ENSMUSG00000026245	1	1	1	1	1
ENSMUSG00000026247	0	1	0	1	0
ENSMUSG00000026248	1	1	1	1	1
ENSMUSG00000026249	1	1	1	1	1
ENSMUSG00000026251	0	0	0	1	0
ENSMUSG00000026254	1	1	1	1	1
ENSMUSG00000026255	0	1	0	1	1
ENSMUSG00000026258	0	1	0	0	0
ENSMUSG00000026259	0	1	1	1	1
ENSMUSG00000026260	1	1	1	1	1
ENSMUSG00000026269	1	1	1	1	1
ENSMUSG00000026270	0	1	1	1	0
ENSMUSG00000026271	1	0	0	0	1
ENSMUSG00000026272	0	0	1	0	1
ENSMUSG00000026273	1	1	1	1	1
ENSMUSG00000026274	1	0	0	1	1
ENSMUSG00000026275	1	1	1	1	1
ENSMUSG00000026276	1	1	1	1	1
ENSMUSG00000026277	1	1	1	1	1
ENSMUSG00000026278	0	1	0	0	1
ENSMUSG00000026279	1	1	1	1	1
ENSMUSG00000026280	1	1	1	1	1
ENSMUSG00000026281	1	1	1	1	1
ENSMUSG00000026283	1	1	1	1	1
ENSMUSG00000026288	1	1	1	1	1
ENSMUSG00000026289	1	1	1	1	1
ENSMUSG00000026295	0	1	1	0	1
ENSMUSG00000026301	0	1	0	0	0
ENSMUSG00000026303	0	1	0	0	1
ENSMUSG00000026304	0	0	1	0	1
ENSMUSG00000026305	1	1	1	1	1
ENSMUSG00000026307	1	1	1	1	1
ENSMUSG00000026309	1	1	1	1	1
ENSMUSG00000026311	1	1	0	1	1
ENSMUSG00000026312	0	1	0	0	0
ENSMUSG00000026313	1	1	1	1	0
ENSMUSG00000026315	1	1	0	1	1
ENSMUSG00000026317	1	1	1	1	1
ENSMUSG00000026319	1	1	1	1	1
ENSMUSG00000026321	1	1	0	0	0
ENSMUSG00000026322	0	1	0	0	0
ENSMUSG00000026333	1	1	1	1	1
ENSMUSG00000026335	1	1	1	1	1
ENSMUSG00000026339	1	1	1	1	1
ENSMUSG00000026341	1	1	1	1	1
ENSMUSG00000026342	1	1	1	1	1
ENSMUSG00000026343	0	0	0	1	1
ENSMUSG00000026344	0	1	0	1	0
ENSMUSG00000026347	0	1	0	1	0
ENSMUSG00000026348	0	0	1	0	1
ENSMUSG00000026349	1	1	1	1	1
ENSMUSG00000026353	1	1	1	1	1
ENSMUSG00000026354	0	1	0	0	0
ENSMUSG00000026355	1	1	1	1	1
ENSMUSG00000026356	1	1	1	1	1
ENSMUSG00000026357	1	0	0	0	0
ENSMUSG00000026358	1	0	0	0	1
ENSMUSG00000026360	1	1	1	1	1
ENSMUSG00000026361	1	1	1	1	1
ENSMUSG00000026365	1	1	1	0	1
ENSMUSG00000026368	0	0	1	0	1
ENSMUSG00000026374	1	1	1	1	1
ENSMUSG00000026377	1	1	1	1	1
ENSMUSG00000026380	0	1	1	1	1
ENSMUSG00000026383	0	1	1	1	1
ENSMUSG00000026384	1	1	0	0	1
ENSMUSG00000026385	1	1	1	1	1
ENSMUSG00000026387	0	1	0	0	0
ENSMUSG00000026388	1	1	0	0	1
ENSMUSG00000026389	1	1	1	1	1
ENSMUSG00000026390	0	0	1	0	1
ENSMUSG00000026393	1	1	1	1	1
ENSMUSG00000026395	1	1	1	0	1
ENSMUSG00000026398	0	0	1	1	1
ENSMUSG00000026399	1	1	1	1	1
ENSMUSG00000026404	1	1	0	1	1
ENSMUSG00000026405	0	1	1	0	1
ENSMUSG00000026409	1	1	1	1	1
ENSMUSG00000026411	1	1	1	1	1
ENSMUSG00000026414	0	1	0	0	1
ENSMUSG00000026417	0	0	1	0	1
ENSMUSG00000026418	0	0	0	1	0
ENSMUSG00000026421	1	1	1	1	1
ENSMUSG00000026424	0	1	0	0	0
ENSMUSG00000026425	1	1	1	1	1
ENSMUSG00000026426	1	1	1	1	1
ENSMUSG00000026427	1	1	1	1	1
ENSMUSG00000026429	1	1	1	1	0
ENSMUSG00000026430	1	1	1	1	1
ENSMUSG00000026432	0	1	0	0	0
ENSMUSG00000026433	1	1	0	1	1
ENSMUSG00000026434	1	1	1	1	1
ENSMUSG00000026435	0	1	1	1	1
ENSMUSG00000026436	1	1	1	1	1
ENSMUSG00000026437	1	1	1	1	1
ENSMUSG00000026439	1	1	1	1	1
ENSMUSG00000026442	0	1	0	1	1
ENSMUSG00000026443	0	1	0	0	0
ENSMUSG00000026447	1	1	0	1	0
ENSMUSG00000026450	0	0	0	1	0
ENSMUSG00000026452	0	1	0	0	0
ENSMUSG00000026455	1	1	1	1	0
ENSMUSG00000026456	1	1	1	1	1
ENSMUSG00000026457	1	1	1	1	1
ENSMUSG00000026458	0	1	0	0	0
ENSMUSG00000026463	1	1	1	1	1
ENSMUSG00000026466	1	1	1	1	1
ENSMUSG00000026469	1	1	1	1	1
ENSMUSG00000026470	1	1	1	1	1
ENSMUSG00000026471	1	1	1	0	1
ENSMUSG00000026473	1	1	1	1	1
ENSMUSG00000026475	0	1	0	1	1
ENSMUSG00000026478	1	1	1	1	1
ENSMUSG00000026479	0	1	0	1	0
ENSMUSG00000026480	1	1	1	0	1
ENSMUSG00000026482	1	1	1	1	1
ENSMUSG00000026483	1	1	1	1	1
ENSMUSG00000026484	1	1	1	1	1
ENSMUSG00000026489	1	1	1	1	1
ENSMUSG00000026490	1	1	1	1	1
ENSMUSG00000026491	1	1	1	1	1
ENSMUSG00000026492	0	1	1	0	1
ENSMUSG00000026494	0	1	1	1	1
ENSMUSG00000026495	1	1	1	1	0
ENSMUSG00000026496	1	1	1	1	1
ENSMUSG00000026499	1	1	1	1	1
ENSMUSG00000026500	1	1	1	1	1
ENSMUSG00000026502	1	1	1	1	1
ENSMUSG00000026504	1	1	1	1	0
ENSMUSG00000026509	1	1	1	1	1
ENSMUSG00000026510	1	1	1	1	1
ENSMUSG00000026514	0	1	0	0	0
ENSMUSG00000026516	1	1	1	1	1
ENSMUSG00000026519	1	1	1	1	1
ENSMUSG00000026520	1	1	1	1	1
ENSMUSG00000026525	0	1	0	1	1
ENSMUSG00000026526	1	1	1	1	1
ENSMUSG00000026527	0	1	0	0	1
ENSMUSG00000026532	1	0	0	1	0
ENSMUSG00000026535	0	0	0	1	0
ENSMUSG00000026536	1	0	1	0	1
ENSMUSG00000026542	0	0	1	0	1
ENSMUSG00000026544	1	1	1	1	1
ENSMUSG00000026546	0	1	0	1	0
ENSMUSG00000026547	1	1	1	1	1
ENSMUSG00000026548	0	1	0	0	1
ENSMUSG00000026553	1	1	1	1	1
ENSMUSG00000026554	1	1	1	1	1
ENSMUSG00000026556	1	1	0	1	1
ENSMUSG00000026558	1	1	1	1	1
ENSMUSG00000026563	1	1	1	1	1
ENSMUSG00000026564	0	1	0	1	0
ENSMUSG00000026565	1	1	1	1	1
ENSMUSG00000026566	1	1	1	1	1
ENSMUSG00000026568	1	1	1	1	1
ENSMUSG00000026571	1	1	1	1	1
ENSMUSG00000026574	0	1	1	0	1
ENSMUSG00000026575	1	1	1	1	1
ENSMUSG00000026576	0	1	1	1	1
ENSMUSG00000026577	1	1	1	1	1
ENSMUSG00000026578	1	1	1	1	0
ENSMUSG00000026579	1	1	1	0	1
ENSMUSG00000026580	1	0	1	0	0
ENSMUSG00000026581	1	0	1	0	0
ENSMUSG00000026584	1	1	1	1	1
ENSMUSG00000026585	1	1	1	1	1
ENSMUSG00000026586	0	1	0	0	1
ENSMUSG00000026587	0	1	0	1	0
ENSMUSG00000026589	0	0	1	0	1
ENSMUSG00000026594	1	1	1	1	1
ENSMUSG00000026596	1	1	0	1	1
ENSMUSG00000026600	1	1	1	1	1
ENSMUSG00000026602	0	1	0	0	0
ENSMUSG00000026603	1	1	1	1	1
ENSMUSG00000026604	0	1	1	1	1
ENSMUSG00000026605	1	1	1	1	1
ENSMUSG00000026608	1	1	1	1	1
ENSMUSG00000026610	0	1	0	0	1
ENSMUSG00000026611	0	1	0	0	0
ENSMUSG00000026614	0	1	1	0	1
ENSMUSG00000026615	1	1	1	1	1
ENSMUSG00000026616	0	1	0	1	1
ENSMUSG00000026617	1	1	1	1	1
ENSMUSG00000026618	1	1	1	1	1
ENSMUSG00000026620	0	1	0	1	0
ENSMUSG00000026621	0	0	1	0	1
ENSMUSG00000026622	1	1	1	1	1
ENSMUSG00000026623	1	1	1	1	1
ENSMUSG00000026626	1	1	1	1	1
ENSMUSG00000026627	1	1	1	0	1
ENSMUSG00000026628	1	1	1	1	0
ENSMUSG00000026630	0	1	0	0	1
ENSMUSG00000026632	1	1	1	1	1
ENSMUSG00000026634	1	1	1	1	1
ENSMUSG00000026637	1	1	1	1	1
ENSMUSG00000026638	0	1	1	1	1
ENSMUSG00000026639	0	1	1	1	0
ENSMUSG00000026640	0	1	1	1	1
ENSMUSG00000026641	1	1	1	1	1
ENSMUSG00000026643	1	1	1	1	1
ENSMUSG00000026644	0	1	0	1	0
ENSMUSG00000026646	1	1	0	1	0
ENSMUSG00000026648	1	1	1	1	1
ENSMUSG00000026649	0	1	0	1	1
ENSMUSG00000026650	0	1	1	0	1
ENSMUSG00000026655	1	1	1	1	1
ENSMUSG00000026656	1	1	1	0	1
ENSMUSG00000026657	1	1	1	1	1
ENSMUSG00000026659	1	1	1	1	1
ENSMUSG00000026662	1	1	1	1	1
ENSMUSG00000026663	1	1	1	1	1
ENSMUSG00000026664	1	1	1	1	1
ENSMUSG00000026667	1	1	1	1	1
ENSMUSG00000026668	0	1	0	0	0
ENSMUSG00000026669	1	1	1	1	1
ENSMUSG00000026670	1	1	1	1	1
ENSMUSG00000026672	1	1	1	1	1
ENSMUSG00000026674	0	1	0	1	1
ENSMUSG00000026675	1	1	1	1	1
ENSMUSG00000026676	0	1	0	1	1
ENSMUSG00000026678	0	1	1	0	1
ENSMUSG00000026679	0	1	0	1	0
ENSMUSG00000026683	1	1	1	1	1
ENSMUSG00000026686	0	1	0	0	0
ENSMUSG00000026687	1	1	1	1	1
ENSMUSG00000026688	1	1	1	1	1
ENSMUSG00000026691	0	0	1	0	1
ENSMUSG00000026692	0	0	1	0	1
ENSMUSG00000026694	1	1	1	1	1
ENSMUSG00000026696	1	1	1	1	1
ENSMUSG00000026697	0	1	0	0	0
ENSMUSG00000026698	1	1	1	1	1
ENSMUSG00000026701	1	1	1	1	1
ENSMUSG00000026705	1	1	1	1	1
ENSMUSG00000026707	1	1	1	1	1
ENSMUSG00000026708	1	1	1	1	1
ENSMUSG00000026709	1	1	1	1	1
ENSMUSG00000026712	1	1	1	1	1
ENSMUSG00000026715	0	0	1	0	1
ENSMUSG00000026718	1	1	1	1	1
ENSMUSG00000026721	1	1	1	1	1
ENSMUSG00000026723	1	1	1	1	0
ENSMUSG00000026725	0	1	0	0	0
ENSMUSG00000026726	0	1	0	1	0
ENSMUSG00000026727	1	1	1	1	1
ENSMUSG00000026728	1	1	1	1	1
ENSMUSG00000026730	1	1	1	1	1
ENSMUSG00000026736	0	1	0	0	0
ENSMUSG00000026737	1	1	1	1	1
ENSMUSG00000026739	1	1	1	1	1
ENSMUSG00000026740	1	1	1	1	1
ENSMUSG00000026743	1	1	1	1	1
ENSMUSG00000026748	0	1	1	1	1
ENSMUSG00000026749	1	1	1	1	1
ENSMUSG00000026750	1	1	1	1	1
ENSMUSG00000026753	1	1	1	1	1
ENSMUSG00000026754	1	1	1	1	1
ENSMUSG00000026755	1	1	1	1	1
ENSMUSG00000026761	1	1	1	1	1
ENSMUSG00000026764	0	1	0	1	0
ENSMUSG00000026765	0	1	0	1	0
ENSMUSG00000026766	1	1	1	1	1
ENSMUSG00000026767	1	1	1	1	1
ENSMUSG00000026768	0	1	1	1	1
ENSMUSG00000026771	1	1	1	1	1
ENSMUSG00000026773	1	1	1	1	1
ENSMUSG00000026775	1	1	1	1	1
ENSMUSG00000026778	1	1	0	0	1
ENSMUSG00000026779	1	1	1	1	1
ENSMUSG00000026781	1	1	1	1	1
ENSMUSG00000026782	1	1	1	1	1
ENSMUSG00000026784	1	1	1	1	1
ENSMUSG00000026785	1	0	0	1	1
ENSMUSG00000026786	1	1	1	1	1
ENSMUSG00000026787	0	1	0	0	0
ENSMUSG00000026788	1	1	1	1	1
ENSMUSG00000026790	1	1	1	1	1
ENSMUSG00000026791	1	1	1	1	1
ENSMUSG00000026792	1	1	1	1	1
ENSMUSG00000026796	1	1	1	1	0
ENSMUSG00000026797	1	1	1	1	1
ENSMUSG00000026798	1	1	1	1	1
ENSMUSG00000026799	1	1	1	1	1
ENSMUSG00000026803	1	1	1	1	1
ENSMUSG00000026806	1	1	1	1	1
ENSMUSG00000026807	0	1	0	1	0
ENSMUSG00000026809	0	1	0	1	0
ENSMUSG00000026810	1	1	1	1	0
ENSMUSG00000026811	1	1	1	1	1
ENSMUSG00000026812	1	1	1	1	1
ENSMUSG00000026814	1	1	1	1	1
ENSMUSG00000026815	1	0	0	0	0
ENSMUSG00000026816	1	1	1	1	1
ENSMUSG00000026817	1	1	0	1	1
ENSMUSG00000026819	1	1	1	1	1
ENSMUSG00000026820	1	1	1	1	1
ENSMUSG00000026821	1	1	1	1	1
ENSMUSG00000026822	1	1	1	0	1
ENSMUSG00000026824	0	1	0	1	0
ENSMUSG00000026825	0	1	0	1	1
ENSMUSG00000026826	0	1	0	1	0
ENSMUSG00000026827	1	1	1	1	1
ENSMUSG00000026828	0	1	0	0	0
ENSMUSG00000026829	0	1	0	1	1
ENSMUSG00000026830	0	1	0	0	0
ENSMUSG00000026831	0	1	0	1	0
ENSMUSG00000026832	1	0	0	0	0
ENSMUSG00000026833	1	1	1	1	1
ENSMUSG00000026834	0	1	0	0	0
ENSMUSG00000026835	1	0	0	0	0
ENSMUSG00000026836	1	1	1	1	1
ENSMUSG00000026837	1	1	0	1	1
ENSMUSG00000026839	0	1	1	0	1
ENSMUSG00000026840	0	1	0	1	1
ENSMUSG00000026841	0	1	0	0	0
ENSMUSG00000026842	1	1	1	1	1
ENSMUSG00000026843	1	1	1	1	1
ENSMUSG00000026848	1	1	1	1	1
ENSMUSG00000026849	1	1	1	1	1
ENSMUSG00000026851	1	1	1	1	1
ENSMUSG00000026853	1	1	1	1	1
ENSMUSG00000026854	1	1	1	1	1
ENSMUSG00000026856	1	1	1	1	1
ENSMUSG00000026857	1	1	1	1	1
ENSMUSG00000026858	1	1	1	1	1
ENSMUSG00000026860	1	1	1	1	1
ENSMUSG00000026864	1	1	1	1	1
ENSMUSG00000026866	1	0	1	1	1
