ORF_ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	transcript_id	gene_id
ENST00000000412.7_8946289_8949580_210	103.72142622179301	-20.6002416532036	5.35660819181274	-3.8457622651382	0.000120178242163615	0.00321044279692479	ENST00000000412	ENSG00000003056
ENST00000005558.8_112423354_112450620_192	83.8142484421246	11.366101209383901	3.96872629408793	2.86391662390918	0.00418438136112135	0.0419315766725485	ENST00000005558	ENSG00000006652
ENST00000005558.8_112423430_112450642_138	86.75798367378759	11.3069072477212	3.9649891731470697	2.85168679004152	0.00434879273397557	0.0432145033643707	ENST00000005558	ENSG00000006652
ENST00000009589.7_56074155_56074468_93	118.92059296550501	-19.9472887417902	5.42071596994516	-3.6798254792147005	0.00023339362677935602	0.00471861521611745	ENST00000009589	ENSG00000008988
ENST00000013125.8_50532454_50532522_69	92.9256923623259	16.6246503184231	5.44199949813481	3.0548790612937404	0.00225151292682213	0.025376699896107004	ENST00000013125	ENSG00000012983
ENST00000019317.8_9475021_9512993_159	107.24860592067101	-18.464624299334602	5.19707232383096	-3.55288961723042	0.000381024310735616	0.006401793663842911	ENST00000019317	ENSG00000017797
ENST00000023939.8_56468585_56468740_156	282.294890167415	-21.993090722901602	4.79317071333079	-4.58842216108312	4.46608773301344e-06	0.000385149105390394	ENST00000023939	ENSG00000022277
ENST00000023939.8_56468604_56468681_78	261.607950715923	19.279400190804697	5.37193620226866	3.58891086283987	0.000332062345271111	0.00588607057820225	ENST00000023939	ENSG00000022277
ENST00000025399.10_15882413_15882526_114	182.64300937748501	21.0006432832348	5.30310103553552	3.9600684849320604	7.4928272213726e-05	0.00245060511069781	ENST00000025399	ENSG00000023734
ENST00000031146.8_69398693_69398818_126	199.689107056808	-21.2924594843931	5.4759385246331	-3.88836715178788	0.000100920884197825	0.00291723114982684	ENST00000031146	ENSG00000029364
ENST00000031146.8_69398698_69398784_87	194.503412883282	-20.6897282036673	5.4510621252218305	-3.79554070901831	0.000147322017526968	0.0036547741731593705	ENST00000031146	ENSG00000029364
ENST00000031146.8_69399113_69399250_138	186.310768666343	-18.0857592383277	5.26125734665436	-3.4375355635907994	0.000587033625765723	0.00872095308155962	ENST00000031146	ENSG00000029364
ENST00000031146.8_69399175_69399294_120	188.284218568199	-19.306048175645397	4.78429356603418	-4.03529756466191	5.45331403424007e-05	0.00201070765474871	ENST00000031146	ENSG00000029364
ENST00000031146.8_69399234_69399314_81	186.861760315375	-18.6386503097117	5.27765780569782	-3.5316140219605	0.00041303175089877996	0.00675924834236598	ENST00000031146	ENSG00000029364
ENST00000031146.8_69399263_69399355_93	187.604035582238	19.6706687476297	5.36566785052973	3.66602430407386	0.000246350522898431	0.0048715757304087	ENST00000031146	ENSG00000029364
ENST00000037243.6_75566425_75566487_63	155.03545951747	18.4829403171951	5.34709884216034	3.4566296346464402	0.000546976047325742	0.0083539265332367	ENST00000037243	ENSG00000034713
ENST00000044462.11_78540471_78542548_204	770.786196798674	-11.3515638033225	3.8525756626251697	-2.94648692132043	0.0032140601063546602	0.0340032671012583	ENST00000044462	ENSG00000041357
ENST00000046640.7_3640197_3640265_69	16.1460224878304	14.6111621420368	5.153804131930911	2.83502472503988	0.00458221391690514	0.0449961932161578	ENST00000046640	ENSG00000040531
ENST00000066544.7_47189185_47189250_66	133.170796889463	17.687895023236397	5.43909399578659	3.25199289384196	0.00114598886941319	0.0144876275349447	ENST00000066544	ENSG00000004897
ENST00000085079.11_55675313_55675393_81	53.7400179292114	15.6772854967119	5.501350431665549	2.8497158454902403	0.00437583034705981	0.0433794753246447	ENST00000085079	ENSG00000063245
ENST00000085079.11_55675333_55675422_90	58.06984348316279	17.4094593212498	5.57567400164385	3.1223954836880803	0.0017938578623803898	0.0211953637764541	ENST00000085079	ENSG00000063245
ENST00000156471.9_34964283_34969638_108	156.287158739655	18.8535170776067	4.7285166497901505	3.9871948168869	6.68591235174396e-05	0.00229595320719798	ENST00000156471	ENSG00000021776
ENST00000156471.9_34969547_34969684_138	152.710346325521	17.4890829570091	5.33510479170042	3.27811423389773	0.0010450309517964	0.0134111767747209	ENST00000156471	ENSG00000021776
ENST00000160827.8_29790746_29796910_102	74.1673275284295	12.931337559788101	4.39644955611966	2.94131375663989	0.00326823309919902	0.0344711101838127	ENST00000160827	ENSG00000079616
ENST00000166534.8_132227198_132227855_90	155.24853826451	18.8667078948018	5.3621508359402	3.5184963034509	0.000433999862121912	0.0069885026709094605	ENST00000166534	ENSG00000072682
ENST00000166534.8_132227209_132227845_69	154.307271839738	18.1738265790884	5.33390939019975	3.40722446700728	0.000656271315131223	0.00947853709383584	ENST00000166534	ENSG00000072682
ENST00000170447.11_12557051_12568925_177	110.367127452904	-21.399180588930303	4.71411561344216	-4.539383914961951	5.64188306227787e-06	0.000426556423937441	ENST00000170447	ENSG00000075975
ENST00000171111.9_10500014_10503551_378	145.023403208865	-19.2587127773277	5.30177623772409	-3.6325019981595803	0.000280686401797367	0.00526929493548158	ENST00000171111	ENSG00000079999
ENST00000175091.4_20051489_20051587_99	513.177931683651	-22.1626730773169	5.54751600327968	-3.99506248638389	6.46771922929506e-05	0.00224973795149881	ENST00000175091	ENSG00000068697
ENST00000175091.4_20051511_20051630_120	507.12795514787103	-21.8023719279242	5.52773462055475	-3.9441784789835204	8.00740064535455e-05	0.00254662297341586	ENST00000175091	ENSG00000068697
ENST00000188312.6_100200775_100200852_78	63.025418608270996	16.482221225400902	5.509206741348361	2.9917594309352404	0.00277374747355746	0.0302456351609032	ENST00000188312	ENSG00000075089
ENST00000188376.9_98593741_98593857_117	721.449014166745	23.244848768847397	5.43293317485971	4.27850813192593	1.88150117440726e-05	0.00101966570165041	ENST00000188376	ENSG00000075415
ENST00000201031.2_56629306_56629404_99	63.869861914313404	17.1433376531123	5.5447010729342905	3.09184163900109	0.00198918937150188	0.0229233808165286	ENST00000201031	ENSG00000087510
ENST00000204566.6_64983575_64989795_150	103.769391782288	-19.3015842463852	5.29765280244967	-3.6434219013862097	0.000269037309669257	0.00514874486695304	ENST00000204566	ENSG00000090487
ENST00000204566.6_64983591_64989898_237	102.422523306877	-18.5736493692292	5.264298900138179	-3.5282284918779396	0.00041835087076557597	0.0068194473118089	ENST00000204566	ENSG00000090487
ENST00000212015.10_67884709_67884894_186	48.292640981036904	15.797181879318499	4.84549035585067	3.26018229718365	0.00111340626344085	0.0141405778972583	ENST00000212015	ENSG00000096717
ENST00000215832.10_21807815_21867610_321	168.659294831001	-20.122141128185998	4.76487143398117	-4.2230186914767405	2.4105182029609e-05	0.0012075456963469599	ENST00000215832	ENSG00000100030
ENST00000215832.10_21807838_21867624_312	165.864745636751	-19.4846867869445	4.77018035395263	-4.08468555508582	4.4136544683978705e-05	0.0017742976333452	ENST00000215832	ENSG00000100030
ENST00000216181.9_36349217_36387857_90	1331.8421052929302	-21.130498742925997	5.56202245975134	-3.7990674967304505	0.000145241536528273	0.0036259789482707	ENST00000216181	ENSG00000100345
ENST00000216190.12_36526109_36529217_165	364.875219557341	-21.4558786265003	4.7944233169137	-4.475174011191	7.63491057584292e-06	0.0005211171229984599	ENST00000216190	ENSG00000100353
ENST00000216194.11_40346537_40346647_111	102.52640612504	18.337923487302398	5.440213927650861	3.3708092606609905	0.0007494773024432481	0.0104053183135132	ENST00000216194	ENSG00000239900
ENST00000216254.8_41469128_41499799_129	99.09666148777201	11.5504254063003	3.95980796111063	2.91691554735415	0.00353511475688869	0.0366444177305717	ENST00000216254	ENSG00000100412
ENST00000216277.12_96502393_96520128_282	107.06947313894399	30.0	6.52498995545293	4.59770822711061	4.27163629218228e-06	0.00037777890873424	ENST00000216277	ENSG00000090060
ENST00000216277.12_96502475_96502564_90	92.7841676329758	24.5212699261654	4.86836105443356	5.03686346431395	4.7322207806282795e-07	0.000140503015134554	ENST00000216277	ENSG00000090060
ENST00000216277.12_96502568_96520147_126	114.32572009832701	24.062812062238603	4.82867087877602	4.98331997900386	6.25024634323409e-07	0.00016475760280683602	ENST00000216277	ENSG00000090060
ENST00000216294.4_61762364_61767004_354	836.745204835432	-24.4672005720812	4.88306708959836	-5.01062142361302	5.42545527011149e-07	0.00015144404110406398	ENST00000216294	ENSG00000023608
ENST00000216294.4_61762426_61762566_141	784.35484395184	-23.367372376673604	4.89477551754897	-4.773941581773429	1.8065480484955e-06	0.000304613711832588	ENST00000216294	ENSG00000023608
ENST00000216350.12_22929189_22929272_84	237.36649926533798	19.558755962699102	5.29886580030017	3.6911212134474396	0.000223267700639571	0.00458073470507653	ENST00000216350	ENSG00000100462
ENST00000216350.12_22929304_22929390_87	238.390782113655	-19.1374018562205	4.72129420279854	-4.0534228612308905	5.0473648009283e-05	0.00191952253138323	ENST00000216350	ENSG00000100462
ENST00000216442.11_67359679_67359783_105	210.93087677377102	21.913439114825696	5.405267939265679	4.05408933674483	5.03299809753802e-05	0.00191581164762237	ENST00000216442	ENSG00000100554
ENST00000216442.11_67359809_67359943_135	199.696920522243	-19.2270393034227	5.30619716333322	-3.62350638537992	0.000290636025342312	0.00538841259195606	ENST00000216442	ENSG00000100554
ENST00000216554.7_103334177_103334406_102	506.54555921268303	19.7610827498996	5.38698716140704	3.6682995815305	0.000244168984624968	0.00485383652984507	ENST00000216554	ENSG00000100664
ENST00000216554.7_103334259_103335921_480	577.3461967093241	-23.091483775099398	5.59697323636335	-4.1257091645668	3.6959409757454e-05	0.0016119992099654199	ENST00000216554	ENSG00000100664
ENST00000216554.7_103334406_103335691_231	526.13746674576	-21.4298241567217	5.52749117157617	-3.8769531224074196	0.000105772727547484	0.00301122066437205	ENST00000216554	ENSG00000100664
ENST00000216554.7_103334413_103334586_174	517.278572532653	-20.752803140821303	5.497272519698191	-3.77510903206245	0.000159937692029742	0.0038185698130960796	ENST00000216554	ENSG00000100664
ENST00000216554.7_103335669_103335836_168	579.626762151058	-23.108269198801498	4.81777027114618	-4.79646556358195	1.61489704382805e-06	0.00028809624644120495	ENST00000216554	ENSG00000100664
ENST00000216554.7_103335704_103336037_231	551.849867022824	-22.4828906379622	5.57231720252686	-4.0347470936807	5.46611410461675e-05	0.00201070765474871	ENST00000216554	ENSG00000100664
ENST00000216727.8_23321417_23322235_459	102.85307647228599	-20.830830654162604	5.44615153111005	-3.82487166124017	0.000130840226880517	0.0034159448355459603	ENST00000216727	ENSG00000100836
ENST00000216774.10_34983100_34983165_66	402.339080615435	20.227099569067	5.37505375480334	3.7631436803755496	0.000167790734831932	0.00387906422400385	ENST00000216774	ENSG00000100883
ENST00000216962.8_25248129_25248191_63	803.297413085901	21.3635340671595	4.91142482329112	4.349763019042601	1.3628473229152199e-05	0.0008198187362028531	ENST00000216962	ENSG00000100994
ENST00000217121.9_63865329_63869314_75	372.57141178395597	-22.407589009573897	4.817196944264401	-4.65158250095079	3.2939744318474897e-06	0.00037777890873424	ENST00000217121	ENSG00000101150
ENST00000217159.5_62642489_62656569_276	396.514137091555	-19.7314610258368	5.43857488755872	-3.6280572454696602	0.000285561952754108	0.0053204633304034	ENST00000217159	ENSG00000101187
ENST00000217233.7_380896_388075_339	19.960443096463603	30.0	6.55737072454427	4.57500441262378	4.76209949533888e-06	0.000399891292369195	ENST00000217233	ENSG00000101255
ENST00000217233.7_381150_388083_93	20.333261202764	30.0	6.5534717261921	4.57772631872352	4.7005711610717905e-06	0.00039875232949443103	ENST00000217233	ENSG00000101255
ENST00000217289.8_6119464_6122916_252	91.0328555258848	-20.005384393329102	5.41201979605806	-3.6964728783698	0.00021861560208496	0.00452734932558521	ENST00000217289	ENSG00000101311
ENST00000217315.9_32109948_32133046_126	199.966399583632	-18.1676148628084	5.2616538690171	-3.4528335225141205	0.00055473124101283	0.008427819259934329	ENST00000217315	ENSG00000101337
ENST00000217402.2_33811305_33811574_270	193.79992501495	-21.808796378809298	5.416538955309889	-4.02633426229306	5.66531385217744e-05	0.0020655662736818897	ENST00000217402	ENSG00000101421
ENST00000217402.2_33811324_33811506_183	191.840843596171	-21.636840988505398	5.41060354599022	-3.99896994939508	6.36187561859638e-05	0.00221849063622648	ENST00000217402	ENSG00000101421
ENST00000217971.7_119236299_119236661_363	282.30209413628	-23.279604246385198	4.78321659225094	-4.86693500020453	1.13342285747423e-06	0.000249275068341964	ENST00000217971	ENSG00000101856
