ORF_ID	FC_U	FC_T
ENST00000005259.8_107580025_107580192_168	8.6634187006823	-7.9338133955681
ENST00000005259.8_107580062_107580127_66	8.6634187006823	-7.9338133955681
ENST00000005259.8_107580183_107583902_246	9.83332175429397	-7.9338133955681
ENST00000005558.8_112423167_112423241_75	8.41982246253543	-7.66536743760197
ENST00000005558.8_112423202_112423282_81	8.41982246253543	-7.66536743760197
ENST00000005558.8_112423254_112423325_72	8.41982246253543	-7.66536743760197
ENST00000005558.8_112423354_112450620_192	9.08777191898047	-7.66536743760197
ENST00000005558.8_112423368_112450574_132	9.04365548475765	-7.66536743760197
ENST00000005558.8_112423430_112450642_138	8.98544642954709	-7.66536743760197
ENST00000006658.10_50547172_50548285_165	9.607193872725	-6.59529825570231
ENST00000007708.7_50097432_50097497_66	8.36948347048152	-6.25677396933203
ENST00000009041.11_38178224_38207489_240	7.64375815259285	-4.78210686657355
ENST00000011619.5_13711328_13711543_216	9.81364497533719	-7.12412133211495
ENST00000012134.6_142774819_142774914_96	9.33972138354195	-7.66735794984733
ENST00000013125.8_50532059_50532404_105	8.28774824582717	-8.28457105928791
ENST00000013125.8_50532081_50532158_78	8.32016954536232	-8.28457105928791
ENST00000013125.8_50532454_50532522_69	11.4799955051268	-8.28457105928791
ENST00000013125.8_50532526_50532600_75	8.7795802758783	-8.28457105928791
ENST00000019019.6_48476197_48476271_75	9.10051723254383	-7.29364468693603
ENST00000040738.9_13620039_13627618_303	8.67228774356846	-8.79273778259393
ENST00000040738.9_13627422_13627715_294	8.67228774356846	-8.79273778259393
ENST00000046640.7_3636747_3637240_219	8.8500668022229	-5.84874371912056
ENST00000046640.7_3637107_3637259_153	8.73459107699886	-5.84874371912056
ENST00000046640.7_3637198_3637284_87	8.60906179310168	-5.84874371912056
ENST00000046640.7_3640197_3640265_69	10.5071754224129	-5.84874371912056
ENST00000066544.7_47172004_47189263_255	7.92158314753473	-8.74560620868555
ENST00000066544.7_47189185_47189250_66	12.6126827525143	-8.74560620868555
ENST00000072869.8_140673169_140673288_120	8.53613300755718	-5.46188483088742
ENST00000072869.8_140673182_140673274_93	8.24662992006334	-5.46188483088742
ENST00000085079.11_55675313_55675393_81	10.6696194669403	-7.66170357512861
ENST00000085079.11_55675333_55675422_90	12.2139152866605	-7.66170357512861
ENST00000155926.8_12717021_12717467_447	10.1307763502184	-4.96330455301378
ENST00000155926.8_12717236_12717571_336	9.84535856124963	-4.96330455301378
ENST00000156471.9_34964283_34969638_108	14.4362875754183	-8.90357568996081
ENST00000156471.9_34969547_34969684_138	13.7638328355805	-8.90357568996081
ENST00000156471.9_34969691_34969753_63	9.76388083993784	-8.90357568996081
ENST00000156471.9_34969750_34969830_81	9.76388083993784	-8.90357568996081
ENST00000156471.9_34969757_34969834_78	9.76388083993784	-8.90357568996081
ENST00000160827.8_29790746_29796910_102	9.90621741564821	-8.08947812132355
ENST00000166345.7_892643_892894_252	8.8562801518797	-7.71364638728741
ENST00000166345.7_892650_892913_264	8.8562801518797	-7.71364638728741
ENST00000174653.3_42154584_42154673_90	11.4924417420674	-6.07549561291986
ENST00000186436.9_97995536_97995880_345	8.1875430871691	-8.84912220947683
ENST00000186436.9_97995571_97995846_276	9.6025421023865	-8.84912220947683
ENST00000188312.6_100200093_100200317_225	8.44487608644401	-7.58131320451809
